year,naic,group,company,dwelling,commercial,bop
2024,25151,176,State Farm Gen Ins Co,0.1679738,0.0928699,0.0780713
2024,15539,1278,CSAA Ins Exch,0.0658296,0.0,0.0
2024,15598,1318,Interins Exch Of The Automobile Club,0.0502307,0.0,0.0
2024,38342,660,California Automobile Ins Co,0.0499506,0.0,0.0
2024,21660,69,Fire Ins Exch,0.0431227,0.051108,0.0465802
2024,19232,8,Allstate Ins Co,0.038143,0.0144403,0.0122806
2024,19070,3548,Standard Fire Ins Co,0.0338643,0.0,2.6e-06
2024,23787,140,Nationwide Mut Ins Co,0.0254788,0.0185929,0.0201074
2024,25941,200,United Serv Automobile Assn,0.0236696,0.0,0.0
2024,21652,69,Farmers Ins Exch,0.0232096,0.0596159,0.0732487
2024,24740,111,Safeco Ins Co Of Amer,0.0230018,0.000962,0.0010779
2024,24732,111,General Ins Co Of Amer,0.0227594,0.0,3.4e-06
2024,25968,200,USAA Cas Ins Co,0.0211432,0.0,0.0
2024,42404,111,Liberty Ins Corp,0.0208221,0.0,0.0
2024,11185,69,Foremost Ins Co Grand Rapids MI,0.0185687,0.0,0.0
2024,37850,2898,Pacific Specialty Ins Co,0.0178391,0.0,0.0
2024,21687,69,Mid Century Ins Co,0.0168873,0.0126817,0.0174569
2024,21482,65,Factory Mut Ins Co,0.0152697,0.0,0.0
2024,16535,212,Zurich Amer Ins Co,0.0123348,0.0052846,0.0062006
2024,29068,473,American Family Connect Prop & Cas I,0.009268,0.0,0.0
2024,25674,3548,Travelers Prop Cas Co Of Amer,0.0088794,0.0423946,0.028652
2024,42978,19,American Security Ins Co,0.0087987,0.0,0.0
2024,20281,626,Federal Ins Co,0.0082976,0.037786,0.033884
2024,18600,200,USAA Gen Ind Co,0.0081846,0.0,0.0
2024,25180,4869,Stillwater Ins Co,0.008148,0.0014629,0.0015084
2024,11005,473,Homesite Ins Co Of CA,0.0078861,0.0,0.0
2024,24376,5010,Spinnaker Ins Co,0.0075183,0.0004829,0.0008273
2024,10921,1278,CSAA Fire & Cas Ins Co,0.0071608,0.0,0.0
2024,42722,361,American Modern Prop & Cas Ins Co,0.0071284,0.0,0.0
2024,16023,5032,Lemonade Ins Co,0.0071239,0.0,0.0
2024,13927,473,Homesite Ins Co Of The Midwest,0.007029,0.0,0.0
2024,10014,65,Affiliated Fm Ins Co,0.0069971,0.0,2e-07
2024,35300,761,Allianz Global Risks US Ins Co,0.0065857,0.0,0.0
2024,39012,111,Safeco Ins Co Of IL,0.0064589,0.0,0.0
2024,12873,3098,Privilege Underwriters Recp Exch,0.0064179,0.0,0.0
2024,29742,8,Integon Natl Ins Co,0.0064044,0.0066956,0.0044053
2024,14042,155,ASI Select Ins Corp,0.0057365,0.0,0.0
2024,21253,200,Garrison Prop & Cas Ins Co,0.0056461,0.0,0.0
2024,13544,280,California Capital Ins Co,0.0056206,0.0276592,0.0288013
2024,24724,111,First Natl Ins Co Of Amer,0.0055581,0.0,0.0
2024,34690,91,Property & Cas Ins Co Of Hartford,0.0052807,0.0,8.9e-06
2024,20117,33,California Cas Ind Exch,0.005051,0.0,0.0
2024,18279,626,Bankers Standard Ins Co,0.0049441,0.0,0.0
2024,10111,19,American Bankers Ins Co Of FL,0.0049041,0.0,0.0
2024,42390,31,Amguard Ins Co,0.0048271,0.0175869,0.0230166
2024,28401,408,American Natl Prop & Cas Co,0.0045898,0.001712,0.0012284
2024,19976,28,Amica Mut Ins Co,0.00456,0.0,0.0
2024,11126,3219,Sompo Amer Ins Co,0.0044753,0.0006088,0.0009842
2024,25798,4968,Sutton National Ins Co,0.0044113,0.0,0.0
2024,18953,323,CSE Safeguard Ins Co,0.0040874,0.0,0.0
2024,19380,12,American Home Assur Co,0.0039967,2.89e-05,5.16e-05
2024,39217,796,QBE Ins Corp,0.003971,0.0005986,0.0006179
2024,10759,71,Universal N Amer Ins Co,0.0039634,0.0,0.0
2024,15776,800,Residence Mut Ins Co,0.003889,0.0,0.0
2024,23035,111,Liberty Mut Fire Ins Co,0.0036258,0.0011961,0.0008024
2024,10914,215,Kemper Independence Ins Co,0.0033995,0.0,0.0
2024,24554,968,XL Ins Amer Inc,0.0032616,0.0,1.44e-05
2024,25321,69,Farmers Direct Prop & Cas Ins Co,0.0032062,0.0,0.0
2024,10683,0,Wawanesa Gen Ins Co,0.0031495,0.0,0.0
2024,10945,3098,Tokio Marine Amer Ins Co,0.0030633,0.0011932,0.0016362
2024,18961,140,Crestbrook Ins Co,0.0030518,0.0017023,0.0011024
2024,10677,244,The Cincinnati Ins Co,0.0030481,0.000207,0.0003078
2024,21458,111,Employers Ins Co of Wausau,0.0029166,0.0,0.0
2024,10358,8,Encompass Ins Co,0.0027272,0.0,0.0
2024,23043,111,Liberty Mut Ins Co,0.0026305,0.0005301,0.0003091
2024,10004,313,Seaview Ins Co,0.0023425,0.0,0.0
2024,27120,91,Trumbull Ins Co,0.0022108,0.0,2.32e-05
2024,19100,140,Amco Ins Co,0.0021202,0.0307927,0.0354423
2024,26247,212,American Guar & Liab Ins,0.0020922,0.0012766,0.0019031
2024,16578,4869,Stillwater Prop & Cas Ins Co,0.0020803,0.0,0.0
2024,29700,181,Swiss Re Corp Solutions Elite Ins Co,0.0020209,9.97e-05,6.91e-05
2024,19682,91,Hartford Fire Ins Co,0.0019974,0.0133509,0.0128994
2024,12502,4672,DB Ins Co Ltd (US Branch),0.0017552,0.0,0.0043747
2024,10317,69,Neighborhood Spirit Prop & Cas Co,0.0017326,0.0,0.0
2024,10693,323,Civil Serv Employees Ins Co,0.0017312,0.0,0.0
2024,19402,12,AIG Prop Cas Co,0.0015918,0.0,0.0
2024,22578,300,Horace Mann Ins Co,0.0015039,0.0,0.0
2024,14907,645,Oregon Mut Ins Co,0.0014447,0.0058908,0.0047135
2024,10220,4997,Accelerant Natl Ins Co,0.0013786,0.0,0.0
2024,26905,8,Century Natl Ins Co,0.001299,0.0,8e-07
2024,23469,361,American Modern Home Ins Co,0.0012989,0.000307,0.0002787
2024,20362,4715,Mitsui Sumitomo Ins Co of Amer,0.0012959,0.0045384,0.0040664
2024,25895,31,United States Liab Ins Co,0.0012227,0.0,0.0
2024,13935,7,Federated Mut Ins Co,0.0012022,0.0012486,0.0020488
2024,22101,83,Grange Ins Assn,0.0011563,0.0028608,0.0
2024,22748,626,Pacific Employers Ins Co,0.001105,0.0021893,0.0027407
2024,22667,626,Ace Amer Ins Co,0.0011004,0.0516504,0.0337718
2024,11000,91,Sentinel Ins Co Ltd,0.0010906,0.0438004,0.0491871
2024,22713,626,Insurance Co of N Amer,0.0010903,2.3e-06,5.9e-06
2024,14974,246,Pennsylvania Lumbermens Mut Ins,0.0010124,0.0,0.0
2024,28860,4850,Clear Blue Ins Co,0.001007,0.0,0.0
2024,20443,218,Continental Cas Co,0.0009354,0.0079235,0.0095726
2024,16063,215,Unitrin Auto & Home Ins Co,0.0009331,0.0,0.0
2024,23876,411,Mapfre Ins Co,0.0009189,0.0,0.0
2024,23248,225,Occidental Fire & Cas Co Of NC,0.0008275,0.0,0.0
2024,39861,0,Golden Bear Ins Co,0.0008216,0.0032524,0.0030912
2024,10970,4718,Response Ind Co Of CA,0.0008141,0.0046603,0.0054401
2024,11800,69,Foremost Prop & Cas Ins Co,0.0007604,0.0,0.0
2024,10315,69,Civic Prop & Cas Co,0.0007275,0.0,0.0
2024,23434,169,Middlesex Ins Co,0.000722,0.0,0.0
2024,28932,785,Markel Amer Ins Co,0.000626,0.0006608,0.0004957
2024,24988,169,Sentry Ins Co,0.0006209,0.0,0.0001852
2024,41343,517,HDI Global Ins Co,0.0006036,0.0002613,0.000402
2024,11991,140,National Cas Co,0.0005761,3e-07,8.1e-06
2024,13021,248,United Fire & Cas Co,0.0005381,0.0,0.0
2024,13978,169,Florists Mut Ins Co,0.0005138,0.0,0.0
2024,21873,761,Firemans Fund Ins Co,0.0005108,0.0178558,0.0203374
2024,10936,158,Seneca Ins Co Inc,0.0005097,0.0028457,0.0027594
2024,24082,111,Ohio Security Ins Co,0.000484,0.0316456,0.0325004
2024,24414,796,General Cas Co Of WI,0.0004751,0.0048702,0.0060965
2024,28223,140,Nationwide Agribusiness Ins Co,0.0004725,0.0266581,0.0053876
2024,42579,140,Allied Prop & Cas Ins Co,0.0004647,0.0,0.0
2024,22756,300,Horace Mann Prop & Cas Ins Co,0.0004592,0.0,0.0
2024,21415,62,Employers Mut Cas Co,0.0004418,0.001199,0.0014599
2024,44393,111,West Amer Ins Co,0.000343,0.0172475,0.0215654
2024,22322,968,Greenwich Ins Co,0.0003228,0.0023065,0.0015058
2024,43460,4734,Aspen Amer Ins Co,0.0003055,9.8e-05,0.0001469
2024,10318,69,Exact Prop & Cas Co Inc,0.0003047,0.0,0.0
2024,21105,158,North River Ins Co,0.0002996,7.6e-06,7.19e-05
2024,37257,796,Praetorian Ins Co,0.0002824,0.0,0.0
2024,27154,4904,Atlantic Specialty Ins Co,0.0002804,0.0027868,0.0037661
2024,12890,280,Eagle W Ins Co,0.000269,0.0,0.0
2024,19429,12,Insurance Co Of The State Of PA,0.000267,0.0016647,0.0011864
2024,41459,0,Armed Forces Ins Exch,0.0002496,0.0,0.0
2024,22314,31,RSUI Ind Co,0.0002329,0.0,0.0
2024,33898,313,Aegis Security Ins Co,0.0002285,0.0,0.0
2024,37885,968,XL Specialty Ins Co,0.0002029,0.0,0.0
2024,38911,98,Berkley Natl Ins Co,0.0002007,0.0008482,0.0012831
2024,37273,3416,Axis Ins Co,0.0002002,0.0001782,0.0005533
2024,21261,350,Electric Ins Co,0.000184,0.0,0.0
2024,28304,7,Federated Serv Ins Co,0.00017,0.0,0.0
2024,21180,169,Sentry Select Ins Co,0.0001683,0.0,0.0
2024,31453,248,Financial Pacific Ins Co,0.0001425,0.0004007,0.0008913
2024,35289,218,Continental Ins Co,0.0001351,0.0035723,0.0045241
2024,25453,140,Nationwide Ins Co Of Amer,0.0001329,0.0017286,0.001986
2024,12831,785,State Natl Ins Co Inc,0.0001185,0.0080014,0.0059122
2024,26379,4234,Accredited Surety & Cas Co Inc,0.0001182,0.0005421,0.0006741
2024,21709,69,Truck Ins Exch,0.0001133,0.0273798,0.0345666
2024,15884,3494,Falls Lake Fire & Cas Co,0.000105,0.0,0.0
2024,39306,212,Fidelity & Deposit Co Of MD,0.0001011,0.0024258,0.0017014
2024,19240,8,Allstate Ind Co,9.22e-05,0.0,0.0
2024,13722,1316,Knightbrook Ins Co,8.65e-05,0.0,0.0
2024,20397,626,Vigilant Ins Co,8.58e-05,0.001467,0.0013855
2024,24074,111,Ohio Cas Ins Co,8.57e-05,0.0054592,0.0086531
2024,39845,181,Westport Ins Corp,8.37e-05,0.0,0.0
2024,16691,84,Great Amer Ins Co,8.18e-05,0.0056797,0.0046925
2024,10391,31,Berkshire Hathaway Direct Ins Co,7.61e-05,0.0009404,0.0018071
2024,30104,91,Hartford Underwriters Ins Co,7.49e-05,2.71e-05,0.0001439
2024,27480,0,California Mut Ins Co,7.45e-05,0.0022491,0.0020855
2024,20346,626,Pacific Ind Co,6.91e-05,0.0001414,0.0001329
2024,21113,158,United States Fire Ins Co,6.7e-05,0.0004216,0.0014314
2024,11142,215,United Cas Ins Co Of Amer,6.27e-05,0.0,0.0
2024,19879,2538,Security Natl Ins Co,5.85e-05,0.0079527,0.0081201
2024,20796,69,21st Century Premier Ins Co,5.62e-05,0.0,0.0
2024,15580,140,Scottsdale Ind Co,5.58e-05,0.0009223,0.001501
2024,10048,0,Hyundai Marine & Fire Ins Co Ltd,5.04e-05,0.0,0.0
2024,42986,19,Standard Guar Ins Co,4.55e-05,0.0,0.0
2024,29459,91,Twin City Fire Ins Co Co,4.26e-05,0.0,5.23e-05
2024,13625,800,Western Mut Ins Co,4.1e-05,0.0,0.0
2024,24449,796,Regent Ins Co,4.05e-05,0.0024756,0.0037119
2024,11150,1279,Arch Ins Co,3.94e-05,0.0044147,0.0042565
2024,22551,4715,Mitsui Sumitomo Ins USA Inc,3.91e-05,0.0013699,0.0016119
2024,18767,4851,Church Mut Ins Co S I,3.87e-05,0.0076138,0.0080819
2024,28886,225,Transguard Ins Co Of Amer Inc,3.74e-05,0.0,0.0
2024,29874,181,Swiss Re Corp Solutions Amer Ins Co,3.02e-05,0.0,0.0
2024,38318,4670,Starr Ind & Liab Co,2.93e-05,0.0,2.02e-05
2024,24767,3548,St Paul Fire & Marine Ins Co,2.79e-05,0.0,0.0
2024,33499,0,Dorinco Reins Co,2.7e-05,0.0,0.0
2024,10120,1120,Everest Natl Ins Co,2.48e-05,0.0008267,0.0030132
2024,40142,212,American Zurich Ins Co,2.2e-05,0.0005491,0.001492
2024,20427,218,American Cas Co Of Reading PA,2.18e-05,0.0015043,0.0016583
2024,38776,5001,SiriusPoint Amer Ins Co,1.96e-05,0.0001598,0.0005319
2024,23809,12,Granite State Ins Co,1.68e-05,0.0007622,0.0011447
2024,25054,158,Hudson Ins Co,1.6e-05,0.0019446,0.0014451
2024,25011,2538,Wesco Ins Co,1.53e-05,0.0080355,0.0082972
2024,11908,660,Mercury Cas Co,1.46e-05,0.0109952,0.0121987
2024,26344,84,Great Amer Assur Co,1.42e-05,0.0044594,0.0043677
2024,31968,215,Merastar Ins Co,1.37e-05,0.0,0.0
2024,13714,775,Pharmacists Mut Ins Co,1.3e-05,0.0012906,0.0013555
2024,36927,457,Colony Specialty Ins Co,1.23e-05,0.0,0.0
2024,20303,626,Great Northern Ins Co,9.3e-06,0.0017983,0.0017465
2024,23841,12,New Hampshire Ins Co,7.6e-06,0.0001548,0.0001286
2024,29580,98,Berkley Regional Ins Co,7.3e-06,0.0006596,0.0012408
2024,11118,0,Federated Rural Electric Ins Exch,6.8e-06,0.0,0.0
2024,10847,306,Cumis Ins Society Inc,6.8e-06,0.0007345,0.0007595
2024,27855,212,Zurich Amer Ins Co Of IL,6.2e-06,5.8e-06,0.0005629
2024,10052,626,Chubb Natl Ins Co,5.5e-06,0.0,1.44e-05
2024,20494,218,Transportation Ins Co,5.4e-06,0.0019983,0.0022109
2024,10915,215,Unitrin Direct Prop & Cas Co,5.2e-06,0.0,0.0
2024,20478,218,National Fire Ins Co Of Hartford,5.1e-06,0.0029544,0.0054717
2024,35408,4381,Imperium Ins Co,4e-06,0.0,0.0
2024,16608,256,New York Marine & Gen Ins Co,3.4e-06,0.0006575,0.0025995
2024,23396,124,Amerisure Mut Ins Co,3.2e-06,5.8e-06,0.00026
2024,40045,98,Starnet Ins Co,2.7e-06,0.0008407,0.0010777
2024,38733,4485,Alaska Natl Ins Co,2.7e-06,1.55e-05,2.08e-05
2024,12777,626,Chubb Ind Ins Co,2.6e-06,3.5e-06,2.3e-06
2024,19720,361,American Alt Ins Corp,2.2e-06,0.0025398,0.0030355
2024,21326,212,Empire Fire & Marine Ins Co,1.9e-06,0.0,0.0
2024,20109,150,BITCO Natl Ins Co,1.6e-06,0.0,0.0
2024,32603,98,Berkley Ins Co,1.2e-06,0.0,0.0
2024,23779,140,Nationwide Mut Fire Ins Co,1.1e-06,0.0,0.0
2024,28665,244,The Cincinnati Cas Co,1.1e-06,3.2e-06,2.1e-06
2024,14559,303,GuideOne Specialty Ins Co,1.1e-06,0.0006984,0.0007149
2024,29424,91,Hartford Cas Ins Co,9e-07,0.0001516,0.0004717
2024,15032,303,GuideOne Ins Co,9e-07,0.0031658,0.004194
2024,35181,626,Executive Risk Ind Inc,8e-07,0.0,0.0
2024,19269,4987,Incline Natl Ins Co,8e-07,0.0,0.0
2024,42376,2538,Technology Ins Co Inc,6e-07,0.0001785,0.0002009
2024,20095,150,BITCO Gen Ins Corp,5e-07,4.4e-06,0.0001979
2024,32859,920,Penn Amer Ins Co,5e-07,4.32e-05,9.35e-05
2024,21172,84,Vanliner Ins Co,4e-07,6.44e-05,7.04e-05
2024,23663,4935,National Amer Ins Co,4e-07,0.0,0.0
2024,23280,244,The Cincinnati Ind Co,2e-07,0.0,3.4e-06
2024,32107,0,Sutter Ins Co,1e-07,0.0,0.0
2024,35416,31,Us Underwriters Ins Co,1e-07,0.0,0.0
2024,32620,84,National Interstate Ins Co,1e-07,0.0001837,0.0001248
2024,25224,98,Great Divide Ins Co,1e-07,0.0003785,0.000524
2024,41998,361,American Southern Home Ins Co,1e-07,0.0006631,0.0008109
2024,25780,572,Williamsburg Natl Ins Co,1e-07,1.08e-05,7e-06
2024,20370,3416,AXIS Reins Co,1e-07,0.0,0.0
2024,15900,4857,US Coastal Prop & Cas Ins Co,1e-07,0.0,0.0
2024,10830,0,Business Alliance Ins Co,0.0,0.0008946,0.0010573
2024,11231,0,Generali Us Branch,0.0,3e-07,2.3e-06
2024,13528,0,Brotherhood Mut Ins Co,0.0,0.0058704,0.0057279
2024,37800,0,Kookmin Best Ins Co Ltd,0.0,0.0011903,0.0034341
2024,38300,0,Samsung Fire & Marine Ins Co Ltd,0.0,9.9e-06,1.64e-05
2024,40975,0,Dentists Ins Co,0.0,0.0049781,0.0032765
2024,19445,12,National Union Fire Ins Co of Pittsb,0.0,0.0116017,0.0086412
2024,26611,12,Blackboard Ins Co,0.0,0.0006153,0.0008143
2024,22276,31,Berkshire Hathaway Specialty Ins Co,0.0,0.0004458,0.0009491
2024,22136,84,Great Amer Ins Co of NY,0.0,0.0037035,0.0031471
2024,26832,84,Great Amer Alliance Ins Co,0.0,0.0055902,0.0040996
2024,33723,84,Great Amer Spirit Ins Co,0.0,2.3e-06,1.7e-06
2024,10815,88,Verlan Fire Ins Co MD,0.0,0.0031026,0.0
2024,22292,88,Hanover Ins Co,0.0,0.0078491,0.0
2024,22306,88,Massachusetts Bay Ins Co,0.0,0.0094803,0.0
2024,31534,88,Citizens Ins Co Of Amer,0.0,0.0053548,0.0
2024,36064,88,Hanover Amer Ins Co,0.0,0.0022173,0.0
2024,42552,88,Nova Cas Co,0.0,0.0026999,0.0
2024,22357,91,Hartford Accident & Ind Co,0.0,9.6e-06,0.0010388
2024,37478,91,Hartford Ins Co Of The Midwest,0.0,2e-06,0.0009255
2024,42307,91,Navigators Ins Co,0.0,0.0006056,0.0007863
2024,10749,98,Intrepid Ins Co,0.0,0.0005269,0.0015214
2024,36684,98,Riverport Ins Co,0.0,1.34e-05,2.47e-05
2024,44318,98,Admiral Ind Co,0.0,3.35e-05,5.16e-05
2024,10836,111,Golden Eagle Ins Corp,0.0,0.0,4e-07
2024,24066,111,American Fire & Cas Co,0.0,0.0023132,0.002453
2024,22209,140,Freedom Specialty Ins Co,0.0,0.0,0.0
2024,23582,140,Harleysville Ins Co,0.0,0.0,0.0
2024,42587,140,Depositors Ins Co,0.0,0.0,0.0010163
2024,12262,150,Pennsylvania Manufacturers Assoc Ins,0.0,0.0011964,0.0014618
2024,36897,150,Manufacturers Alliance Ins Co,0.0,0.0006024,0.0005708
2024,41424,150,Pennsylvania Manufacturers Ind Co,0.0,5.13e-05,0.0001144
2024,13269,158,Zenith Ins Co,0.0,0.0137347,0.0
2024,16624,158,Allied World Specialty Ins Co,0.0,0.0006296,0.0012053
2024,19489,158,Allied World Assur Co US Inc,0.0,5.22e-05,4e-05
2024,22730,158,Allied World Ins Co,0.0,6.4e-06,7.4e-06
2024,44768,158,Vantapro Specialty Ins Co,0.0,0.0002152,0.0004196
2024,18031,161,Topa Ins Co,0.0,0.0029235,0.0025349
2024,25976,201,Utica Mut Ins Co,0.0,1.63e-05,1.81e-05
2024,25984,201,Graphic Arts Mut Ins Co,0.0,2.9e-06,2.1e-06
2024,20508,218,Valley Forge Ins Co,0.0,0.0042765,0.0082254
2024,26433,225,Harco Natl Ins Co,0.0,0.0,0.0
2024,23540,280,Monterey Ins Co,0.0,0.0029323,0.003362
2024,11452,361,Hartford Steam Boil Inspec & Ins Co,0.0,3.2e-06,2.1e-06
2024,23450,361,American Family Home Ins Co,0.0,0.0001907,0.0003435
2024,19801,457,Argonaut Ins Co,0.0,0.0002035,0.0006316
2024,19860,457,Argonaut Great Central Ins Co,0.0,0.0,7e-06
2024,27138,473,Midvale Ind Co,0.0,0.00054,0.0006647
2024,12254,517,Glencar Ins Co,0.0,0.0,2e-07
2024,18023,572,Star Ins Co,0.0,0.0014233,0.0013454
2024,21903,572,Procentury Ins Co,0.0,6e-07,9e-07
2024,10030,626,Westchester Fire Ins Co,0.0,0.0,0.0
2024,20699,626,Ace Prop & Cas Ins Co,0.0,0.0023281,0.0027723
2024,20702,626,Ace Fire Underwriters Ins Co,0.0,0.0016673,0.0017386
2024,43575,626,Indemnity Ins Co Of North Amer,0.0,0.0034743,0.0007198
2024,31046,660,California Gen Underwriters Ins Co,0.0,0.004734,0.0065085
2024,21849,761,American Automobile Ins Co,0.0,0.0002668,0.0005899
2024,22810,761,Chicago Ins Co,0.0,0.0004782,0.0004647
2024,22837,761,AGCS Marine Ins Co,0.0,0.003579,0.0023253
2024,36420,761,Allianz Underwriters Ins Co,0.0,0.0,0.0
2024,13056,783,RLI Ins Co,0.0,0.0001143,0.0011891
2024,37206,783,Contractors Bonding & Ins Co,0.0,5.16e-05,0.0015641
2024,22608,785,National Specialty Ins Co,0.0,0.0,2e-07
2024,38970,785,Markel Ins Co,0.0,0.0016105,0.0024509
2024,42048,920,Diamond State Ins Co,0.0,0.0001843,0.0001261
2024,27847,922,Insurance Co Of The West,0.0,0.0,0.0
2024,25585,1279,Watford Ins Co,0.0,0.0,3.4e-06
2024,18058,3098,Philadelphia Ind Ins Co,0.0,0.0416123,0.0477914
2024,29599,3098,US Specialty Ins Co,0.0,0.0,9.74e-05
2024,32301,3098,TNUS Ins Co,0.0,5.2e-06,3.64e-05
2024,41238,3098,Trans Pacific Ins Co,0.0,0.0001537,0.0002047
2024,19038,3548,Travelers Cas & Surety Co,0.0,5.2e-06,1.7e-06
2024,19046,3548,Travelers Cas Ins Co Of Amer,0.0,0.0,0.0363983
2024,25682,3548,Travelers Ind Co Of CT,0.0,0.0204233,0.0176248
2024,36161,3548,Travelers Prop Cas Ins Co,0.0,0.0,0.0
2024,10069,4359,Housing Authority Prop A Mut Co,0.0,0.0011623,0.0007546
2024,11206,4359,Housing Enterprise Ins Co Inc,0.0,0.0009911,0.0006422
2024,10200,4666,Hiscox Ins Co Inc,0.0,0.0020543,0.0017915
